"Number","Name","Short Name","Level","Desc 1","Desc 2","Cast MSG A","Cast MSG B","MSG Style","Energy","Mana","Min","Max","Spell Type","Type of Resists","Difficulty","Target","Duration","Attack Type","Resist Ability","Magery A","Magery B","Level Cap","LVLS Max Increase","Max Increase","LVLS Min Increase","Min Increase","LVLS Dur Increase","Dur Increase","UNDEFINED01","UNDEFINED02","Ability 0","Ability Value 0","Ability 1","Ability Value 1","Ability 2","Ability Value 2","Ability 3","Ability Value 3","Ability 4","Ability Value 4","Ability 5","Ability Value 5","Ability 6","Ability Value 6","Ability 7","Ability Value 7","Ability 8","Ability Value 8","Ability 9","Ability Value 9"
1082,"animated summon",,0,,,1,66,33,0,0,0,0,3,0,100,1,0,4,0,0,0,32,0,0,0,0,1,0,0,0,12,878,0,838,0,838,0,890,0,889,0,8224,0,8224,0,8224,0,8224,0,32
1083,"library summon",,0,,,1,2793,33,0,0,833,834,3,0,100,1,0,4,0,0,0,32,0,0,0,0,1,0,0,0,12,0,0,838,0,838,0,890,0,889,0,8224,0,8224,0,8224,0,8224,0,32
1084,"locust summon",,0,,,1,2896,33,0,0,891,892,3,0,100,1,0,4,0,0,0,32,0,0,0,0,1,0,0,0,12,0,0,838,0,838,0,890,0,889,0,8224,0,8224,0,8224,0,8224,0,32
1085,"sea trigger",,0,,,1,66,0,0,0,9361,9361,3,0,100,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1086,"sea trigger 2",,0,,,1,66,0,0,0,9362,9362,3,0,100,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1087,"sea trigger 3",,0,,,1,66,0,0,0,9363,9363,3,0,100,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1088,"sea teleport",,0,,,1,2916,1,0,0,9357,9357,3,0,200,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,148,0,0,9383,0,580,0,1215,0,2,0,-50,0,1216,0,1218,0,-300,0,-300
1089,"ship teleport",,0,,,1,2906,1,0,0,981,985,3,0,200,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,140,0,141,17,0,580,0,1215,0,2,0,-50,0,1216,0,1218,0,-300,0,-300
1090,"sea tele 1",,0,,,1,66,1,0,0,1014,1204,3,0,200,13,0,4,0,0,0,0,0,0,0,0,0,0,0,0,140,0,141,17,0,580,0,1215,0,2,0,-50,0,1216,0,1218,0,-300,0,-300
1091,"sea tele 2",,0,,,1,66,1,0,0,1205,1415,3,0,200,13,0,4,0,0,0,0,0,0,0,0,0,0,0,0,140,0,141,17,0,580,0,1215,0,2,0,-50,0,1216,0,1218,0,-300,0,-300
1092,"sea tele 3",,0,,,1,66,1,0,0,1416,1621,3,0,200,13,0,4,0,0,0,0,0,0,0,0,0,0,0,0,140,0,141,17,0,580,0,1215,0,2,0,-50,0,1216,0,1218,0,-300,0,-300
1093,"web",,0,"for horned spiders",,1,2970,0,0,0,100,100,3,0,200,8,1,4,0,0,0,0,0,0,0,0,5,1,0,0,0,0,74,2,144,0,115,2971,13,-999,34,-50,0,-100,0,0,0,0,0,0
1094,"blackwood chest open",,0,,,1,66,0,0,0,9384,9384,3,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1095,"rotten eye",,0,,,1,1143,32,0,0,100,100,3,0,100,1,100,4,0,0,0,0,0,0,0,0,0,0,0,0,77,0,13,900,58,5,34,-30,115,71,71,30,101,72,0,8224,0,8224,0,32
1096,"balanced word","word",50,"This spell springs forth from your hand a blast","to damage the forces that stand in your path!",1,2929,1,200,8,0,0,0,0,-100,8,0,4,0,2,3,65,1,2,2,1,0,0,0,0,17,0,151,1097,120,1046,112,0,0,0,0,0,0,0,0,0,0,0,0,0
1097,"balanced word","word",50,"This spell springs forth from your hand a blast","to damage the forces that stand in your evil path!",1,2929,1,200,8,0,0,0,0,-100,8,0,4,0,2,3,65,1,2,2,1,0,0,0,0,17,0,112,0,0,1046,0,1007,0,0,0,0,0,0,0,0,0,0,0,0
1098,"angelic halo","halo",50,"Casting this spell surrounds you and your party","with a divine halo to light your passage.",1,2,32,0,45,0,0,3,0,-130,2,80,4,0,2,3,60,1,6,1,6,1,1,0,2,14,0,115,2923,97,0,0,8224,0,8224,0,8224,0,8224,0,8224,0,8224,0,32
1099,"balanced sight","bals",50,"This spell causes you and your party to gain","enhanced vision.",1,2,32,0,45,200,200,3,0,-130,13,80,4,0,2,3,60,0,0,0,0,1,1,0,2,14,0,77,50,115,2924,112,0,0,8224,0,8224,0,8224,0,8224,0,8224,0,32
1100,"gypsy combo",,50,,,1,66,32,0,0,9577,9577,3,0,0,8,0,4,0,0,0,0,0,0,0,0,0,0,0,2,148,0,120,2042,0,-10,0,-10,0,0,0,0,0,8224,0,8224,0,8224,0,32
1101,"dragon summon tapestry",,0,,,1,66,32,0,0,1002,1002,3,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,2,12,0,144,0,0,0,0,8224,0,8224,0,8224,0,8224,0,8224,0,8224,0,32
1102,"infernal darkness","dark",50,"Casting this hellish spell plunges your foes into","great darkness with which they see almost nothing.",1,2,0,0,45,0,0,3,0,-130,12,80,0,0,2,3,60,0,0,0,0,1,1,0,0,13,-9999,98,0,52,0,115,1322,22,-30,0,0,0,0,0,0,0,0,0,0
1103,"song of knowledge","know",26,"This song advances the intellect of your party to","heightened levels.",1,8500,32,0,20,0,0,3,1,-60,13,40,4,0,4,0,30,0,0,0,0,1,1,0,0,58,2,115,8549,122,97,122,45,145,10,77,10,36,5,0,8224,0,8224,0,32
1104,"song of sageness","sage",24,"This song temporarily increases the wisdom of the","party.",1,8500,32,0,20,0,0,3,1,-60,13,40,4,0,4,0,30,0,0,0,0,1,1,0,0,36,10,115,8550,122,96,122,46,145,5,77,5,0,8224,0,8224,0,8224,0,32
1105,"summon steed",,0,,,1,66,0,0,0,814,814,3,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,12,0,12,0,12,0,12,0,12,0,0,0,0,0,0,0,0,0,0,0
1106,"song of force","foce",28,"This song empowers the party enhancing their","Strength.",1,8500,32,0,20,0,0,3,1,-60,13,40,4,0,4,0,30,0,0,0,0,1,1,0,0,4,1,115,8551,122,98,122,47,96,10,22,5,0,8224,0,8224,0,8224,0,32
1107,"cure paralysis","curp",23,"This spell frees the legs of your target from","whatever stops their movement.",1,21,0,0,15,100,100,3,0,-50,2,0,4,0,2,2,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1108,"song of swiftness","swif",30,"This song enhances the agility of the party.",,1,8500,32,0,20,0,0,3,1,-60,13,40,4,0,4,0,30,0,0,0,0,1,1,0,0,22,5,115,8552,122,99,122,48,58,1,34,5,0,8224,0,8224,0,8224,0,32
1109,"strut",,19,,,1,3370,1,0,0,25,25,3,1,100,12,2,4,0,0,0,0,0,0,0,0,0,0,0,0,71,0,52,0,101,3372,115,3373,0,0,0,0,0,0,0,0,0,0,0,0
1110,"sleep","slep",15,"This spell places your foe into a short slumber,","making them defenseless.",1,8461,0,0,30,100,100,3,2,-50,8,1,4,0,1,3,30,0,0,0,0,30,1,0,0,71,0,115,958,101,960,52,0,0,0,0,0,0,0,0,0,0,0,0,0
1111,"beholder death",,0,,,1,66,0,0,0,20,20,3,0,0,12,30,4,0,0,0,0,0,0,0,0,0,0,0,0,71,0,101,72,115,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1112,"earthbind","ebin",50,"This spell binds your life and energy to the earth","increasing your regeneration.",1,3131,1,0,30,0,-15,3,0,-90,1,80,4,0,3,3,50,1,1,2,1,0,0,0,0,123,0,145,0,120,822,115,3132,112,0,0,0,0,0,0,0,0,0,0,0
1113,"monster dark plague",,0,,,1,582,32,0,0,10,25,3,0,-110,12,20,4,0,0,0,0,0,0,0,0,0,0,0,4,1,0,2,-100,58,-10,34,-10,4,-10,115,2833,120,2831,13,-200,0,8224,0,32
1114,"sabre",,0,,,1,66,0,0,0,-10,-1,0,0,0,8,0,4,0,0,0,0,0,0,0,0,0,0,0,0,150,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1115,"draka tomb",,0,,,0,66,1,0,0,0,0,3,0,100,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,73,0,145,-100,115,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1116,"too far",,0,,,1,0,0,0,0,2005,2018,3,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,140,0,141,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1117,"dragonfire","dfir",50,"With this power you exhale a great blast of flame,","scorching a target!",1,3240,0,1000,15,0,0,0,0,100,8,0,1,0,0,0,50,1,6,1,3,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1118,"lunar beam",,0,,,1,149,1,0,0,50,50,3,0,100,8,0,4,0,0,0,65,1,3,1,2,0,0,0,0,1,0,120,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1119,"darken howl",,0,,,1,3018,1,0,0,1031,1031,3,0,100,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1120,"gypsy",,0,,,0,66,0,0,0,0,0,3,0,200,12,1,4,0,0,0,0,0,0,0,0,0,0,0,0,151,1121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1121,"chain",,0,,,0,66,0,0,0,0,0,3,0,200,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,148,9513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1122,"tree",,0,,,0,66,0,0,0,0,0,3,0,200,12,1,4,0,0,0,0,0,0,0,0,0,0,0,0,151,1123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1123,"heart",,0,,,0,66,0,0,0,0,0,3,0,200,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,148,9516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1124,"vamp",,0,,,1,66,0,0,0,0,0,3,0,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,151,1125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1125,"gem",,0,,,0,66,0,0,0,0,0,3,0,200,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,148,9518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1126,"graveyard",,0,,,1,66,0,0,0,9471,9471,3,0,100,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,148,0,115,66,0,0,0,9999,0,0,0,0,0,0,0,0,0,0,0,0
1127,"yellow potion",,0,,,0,3021,0,0,0,25,25,3,0,0,1,150,4,0,0,0,0,0,0,0,0,0,0,0,0,71,0,101,50,144,0,123,50,145,50,0,0,0,0,0,0,0,0,0,0
1128,"crimson potion",,0,,,0,3022,0,0,0,40,120,3,0,100,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1165,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1129,"bubbling blue potion",,0,,,1,3025,0,0,0,8,15,3,0,200,1,5,4,0,0,0,0,0,0,0,0,0,0,0,0,150,0,115,388,18,-10,115,71,0,0,0,0,0,0,0,0,0,0,0,0
1130,"oily potion",,0,,,0,3023,0,0,0,-100,150,3,0,200,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1131,"sickly green potion",,0,,,1,3024,0,0,0,2,10,3,0,200,1,15,4,0,0,0,0,0,0,0,0,0,0,0,0,18,0,13,-50,68,200,115,388,0,0,0,0,0,0,0,0,0,0,0,0
1132,"black potion acid",,0,,,1,3026,1,1000,0,5,10,3,0,0,8,5,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,120,3026,115,87,52,0,0,3026,0,100,0,10,0,500,0,100,0,-100
1133,"frothing brown potion",,0,,,1,3027,32,0,0,-200,-200,3,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,4,123,0,0,-200,145,-200,70,50,4,10,0,8224,0,8224,0,8224,0,8224,0,32
1134,"leprosy",,0,,,0,922,1,0,0,10,10,3,2,100,8,14,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,108,0,115,920,120,921,0,0,0,0,0,0,0,0,0,0,0,0
1135,"ray of fire from the heavens",,0,,,1,2989,32,0,0,50,100,3,0,0,1,0,3,0,0,0,0,1,3,1,2,0,0,0,15,1,0,0,8224,0,8224,0,8224,0,8224,0,8224,0,8224,0,8224,0,8224,0,32
1136,"dark mage temp",,0,,,0,66,0,0,0,0,0,3,0,200,12,1,4,0,0,0,0,0,0,0,0,0,0,0,0,151,1137,71,100,101,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1137,"dark mage text",,0,,,0,66,0,0,0,0,0,3,0,200,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,148,9537,0,100,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1138,"mana dead",,0,,,1,2965,1,0,0,-20,-10,3,0,100,8,10,3,0,0,0,0,0,0,0,0,0,0,0,0,150,0,115,3019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1139,"card-draw",,0,,,1,66,0,0,0,0,0,3,0,200,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,9365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1140,"summon mayor",,0,,,1,66,0,0,0,898,898,3,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1141,"web",,0,,,1,2970,1,0,0,100,100,3,0,100,8,1,4,0,0,0,0,0,0,0,0,5,1,0,0,71,0,74,2,144,0,115,2971,101,2972,13,-999,0,-30,34,-50,0,-40,0,0
1142,"ice fall",,0,,,1,66,1,0,0,50,60,3,0,100,1,0,4,0,0,0,65,1,7,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1143,"black explosion",,0,,,1,3266,32,0,0,100,200,3,0,0,11,0,1,0,0,0,0,1,5,1,5,0,0,0,15,1,0,0,8224,0,8224,0,8224,0,8224,0,8224,0,8224,0,8224,0,8224,0,32
1144,"ice cavern level 1",,0,,,1,66,0,0,0,9407,9407,3,0,100,6,1,4,0,0,0,0,0,0,0,0,0,0,0,0,148,0,115,66,0,0,0,9999,0,0,0,0,0,0,0,0,0,0,0,0
1145,"ice cavern level 2",,0,,,1,66,0,0,0,9410,9410,3,0,100,6,1,4,0,0,0,0,0,0,0,0,0,0,0,0,148,0,115,66,0,0,0,9999,0,0,0,0,0,0,0,0,0,0,0,0
1146,"godheal","gdhe",22,"A trully powerful healing spell.",,1,15,0,0,24,35,30,3,1,-50,4,0,4,0,2,3,50,1,2,2,1,0,0,0,0,18,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1147,"church check",,0,,,1,66,1,0,0,0,0,3,0,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,148,9444,115,66,0,1046,0,1007,0,0,0,0,0,0,0,0,0,0,0,0
1148,"mind flayer slay",,0,,,0,66,0,0,0,9627,9627,3,0,200,8,0,4,0,0,0,0,0,0,0,0,0,0,0,0,148,0,0,1,0,584,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1149,"mind flayer kill",,0,,,1,66,0,0,0,9999,9999,3,0,100,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1151,"steak",,0,,,1,66,0,0,0,9356,9356,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1152,"bone dock",,0,,,1,0,0,0,0,9655,9655,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,0,115,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1153,"bloodwood chest open",,0,,,0,66,0,0,0,0,0,3,0,100,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,148,9481,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1154,"burnt iron chest open",,0,,,0,66,0,0,0,0,0,3,0,100,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,148,9482,0,0,0,585,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1155,"jagged lightning bolt",,0,"iron wand",,1,140,1,1000,0,25,25,0,0,100,8,0,3,0,0,0,50,1,4,1,1,0,0,0,0,17,0,120,3138,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1156,"ruby staff",,0,,,1,754,1,1000,0,25,50,3,0,100,8,0,1,0,0,0,50,1,4,1,2,0,0,0,0,17,0,120,3139,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1157,"bone chest open",,0,,,1,66,0,0,0,9497,9497,3,0,100,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,148,0,0,0,0,585,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1158,"frost giant summon",,0,,,1,66,0,0,0,4056,4056,3,0,100,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,148,0,0,0,0,585,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1159,"fist of death","fist",60,"With this spell you crush the life of your","enemies with a necromantic fist!",1,67,1,1000,0,10,100,0,0,-200,8,0,4,0,0,0,0,1,3,1,1,0,0,0,0,8,0,120,621,148,4056,0,100,0,0,0,-100,0,0,0,1076,0,0,0,5
1160,"lifeforce",,0,,,1,2787,32,0,0,10,40,3,0,100,8,0,4,0,0,0,32,0,0,0,0,1,0,0,0,8,0,0,0,0,8224,0,8224,0,8224,0,8224,0,8224,0,8224,0,8224,0,32
1161,"rainbow potion",,0,,,1,3029,1,0,0,1162,1164,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1162,"rainbow1",,0,,,1,2698,1,0,0,4,10,3,0,100,1,10,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,115,2699,22,-20,58,-20,70,-25,0,0,0,0,0,0,0,0,0,0
1163,"rainbow2",,0,,,1,66,32,0,0,10,25,3,1,0,1,30,4,0,0,0,32,0,0,0,0,0,0,0,0,71,0,115,8554,68,200,115,388,96,-15,58,5,0,8224,0,8224,0,8224,0,32
1164,"rainbow3",,0,,,0,955,1,0,0,150,150,3,0,200,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,18,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1165,"rain of blood",,0,"(spell for Champion of Blood)",,1,479,1,1000,0,20,50,0,0,100,12,0,4,0,0,0,0,0,0,0,0,0,0,0,0,17,0,120,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1166,"enigma tele",,0,,,1,66,0,0,0,0,0,3,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,115,66,151,1223,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1167,"enigma temp",,0,,,0,66,0,0,0,0,0,3,0,200,12,1,4,0,0,0,0,0,0,0,0,0,0,0,0,151,1168,71,100,101,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1168,"enigma text",,0,,,0,66,0,0,0,0,0,3,0,200,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,148,9545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1169,"spear slam knockdown",,0,,,1,3080,1,0,0,0,0,0,0,200,8,4,4,0,0,0,0,0,0,0,0,0,0,0,0,74,100,115,648,34,-10,2,-10,144,0,22,-10,0,0,0,0,0,0,0,0
1170,"parrot",,0,,,1,66,0,0,0,896,896,3,0,100,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,12,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1171,"vomit",,0,,,1,3044,0,1000,0,0,0,0,0,0,8,0,1,0,0,0,0,1,7,1,4,0,0,0,0,1,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1172,"cloud of poison gas",,0,,,1,1013,0,0,0,0,0,0,0,100,12,0,6,0,0,0,0,1,8,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1173,"destructo smash",,0,,,1,604,0,1000,0,120,250,0,0,100,12,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,120,3055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1174,"bloodstone bracers",,0,,,1,66,1,1000,0,1265,1266,0,0,100,12,0,4,0,0,0,0,0,0,0,0,0,0,0,0,151,0,0,123,0,56,0,57,144,0,0,0,0,0,0,0,0,0,0,0
1175,"wrong letter",,0,,,1,3073,1,0,0,45,90,3,0,100,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,151,694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1176,"mass entangle",,30,"mass entangle for monsters",,1,3142,0,0,40,100,100,3,2,-100,12,4,4,0,3,0,0,0,0,0,0,0,0,0,0,74,0,115,8530,120,533,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1177,"fear trigger",,0,,,1,66,1,0,0,9695,9695,3,0,100,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1178,"fear1",,0,"This causes a creature to flee in panic!",,1,66,33,0,0,35,90,3,0,100,1,10,4,0,0,0,32,0,0,0,0,1,0,0,0,60,100,115,8543,152,0,0,816,0,8224,0,8224,0,8224,0,8224,0,8224,0,32
1179,"fear2",,0,"hold person fear",,1,66,1,0,0,5,12,3,0,100,1,20,4,0,0,0,0,0,0,0,0,0,0,0,0,74,0,115,194,144,0,152,0,0,0,0,0,0,0,0,0,0,0,0,0
1180,"fear3",,0,"wail fear",,1,66,1,0,0,15,35,3,0,100,1,100,4,0,0,0,0,0,0,0,0,0,0,0,0,71,0,22,-20,101,246,115,247,144,0,152,0,0,0,0,0,0,0,0,0
1181,"fear random",,0,,,1,66,1,0,0,1178,1180,3,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1182,"burning summon",,0,,,1,3110,33,0,0,0,0,3,0,100,1,0,4,0,1,0,0,0,0,0,0,0,0,0,3,12,535,12,536,151,1184,0,8224,0,8224,0,8224,0,8224,0,8224,0,8224,0,32
1183,"fire explosion",,0,,,1,66,0,0,0,20,50,0,0,100,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,17,0,144,0,0,1182,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1184,"fire explosion",,0,,,1,3111,0,0,0,20,50,0,0,100,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,17,0,144,0,0,1182,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1185,"blur","blur",1,"This spell makes the target tougher to hit. Works","better on faster/less-armoured targets.",0,7,0,0,4,5,5,3,1,10,2,70,4,0,1,0,0,0,0,0,0,0,0,0,0,10,0,115,68,122,4,122,132,0,0,0,0,0,0,0,0,0,0,0,0
1186,"smite","smit",3,"This spell will make the target do more damage in","combat.",0,7,32,0,4,1,1,3,1,5,2,60,4,0,1,0,30,10,1,10,1,1,2,0,12,4,0,115,8532,0,50,0,8224,0,8224,0,8224,0,8224,0,8224,0,8224,0,32
1187,"pris weapon effect",,0,,,1,150,1,0,0,1188,1192,0,0,200,8,0,4,0,0,0,0,0,0,0,0,0,0,0,0,151,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1188,"yellow beam",,0,,,1,2883,32,0,0,200,200,0,1,100,8,5,4,0,0,0,32,0,0,0,0,1,0,0,0,68,0,22,-10,115,8536,4,-5,0,57,0,272,0,283,0,106,0,183,0,168
1189,"violet beam",,0,,,1,2883,32,0,0,15,15,0,1,100,8,5,4,0,0,0,0,0,0,0,0,0,0,0,0,71,0,101,8489,52,0,115,8538,0,8224,0,8224,0,8224,0,8224,0,8224,0,32
1190,"black beam",,0,,,1,2883,32,0,0,-300,-100,0,1,100,8,5,4,0,0,0,20,0,0,0,0,0,0,0,0,13,0,2,-10,22,-15,52,0,115,8534,108,0,0,8224,0,8224,0,8224,0,32
1191,"red beam",,0,,,1,2883,32,0,0,-5,-5,0,1,100,8,5,4,0,0,0,32,0,0,0,0,1,0,0,0,4,0,22,0,115,1172,0,8224,0,8224,0,8224,0,8224,0,8224,0,8224,0,32
1192,"green beam",,0,,,1,2883,0,0,0,5,9,0,0,100,8,5,4,0,0,0,0,0,0,0,0,0,0,0,0,19,0,115,8575,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1193,"green beam",,0,,,1,2883,0,50,0,10,18,0,0,100,8,10,4,0,1,3,0,0,0,0,0,0,0,0,0,19,0,115,8575,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1194,"stoneskin","silh",19,"for silverwood helm",,1,3141,1,0,0,60,60,3,0,100,1,30,2,0,3,0,40,10,10,10,10,0,0,0,0,7,0,2,10,36,5,115,579,122,422,122,34,122,289,122,1062,65,20,0,0
1195,"fist death",,0,,,1,66,1,0,0,9999,9999,3,0,100,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,156,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1196,"dark mage exp",,0,,,0,66,0,0,0,9677,9677,3,0,200,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1197,"spirit horde","spir",28,"This spell conjures a host of shrieking spirits to","rend your enemies!",0,3185,1,1000,60,77,55,0,0,200,12,0,4,0,1,3,50,1,7,2,1,0,0,0,0,17,0,120,3203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1198,"demon summon",,0,,,1,3151,1,0,0,517,518,3,0,100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,120,2831,0,-100,0,221,0,84,0,0,0,0,0,0,0,0,0,0
1199,"lich temp",,0,,,0,66,0,0,0,0,0,3,0,200,12,1,4,0,0,0,0,0,0,0,0,0,0,0,0,151,1200,71,100,101,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1200,"lich text",,0,,,1,66,0,0,0,0,0,3,0,200,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,148,9547,71,100,101,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1201,"cudgel random",,0,,,1,66,0,0,0,1244,1245,3,0,0,8,0,4,0,0,0,0,0,0,0,0,0,0,0,0,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1202,"clean","redo",2,,,1,66,32,0,4,4053,4053,3,0,5,2,0,4,0,1,0,0,0,0,0,0,0,0,0,2,148,0,0,2091,0,8224,0,8224,0,8224,0,8224,0,8224,0,8224,0,8224,0,32
1203,"tail quake",,0,"for worms",,1,3171,1,1000,0,100,100,0,0,100,12,0,4,0,0,0,0,1,4,1,2,0,0,0,0,1,0,120,3172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
