"number","part","linkTo","data"
180,0,0,"Dhelvanen says, ""You could help me greatly by satisfying my instiable need
for revenge. If there is some way you could bring about the demise of that
cruel she-dragon, I would reward you with a powerful artifact of magic. Of
course, to slay her you would need a large party of extremely powerful
adventurers, no single person could possible hope to survive. Also, I could
reward you for fetching a few lesser things for me... for some of my more
powerful scrying techniques, I need the eye of a cyclops. And in for some of
the more delicate weavings I make, spider silk is invaluable. For either of
these things I would give you a lesser magic item. Good luck in your travels,
adventurer."" He thinks for a second, and then says, ""Oh yes... you will need
some sort of protection to survive in the extreme heat of the lava flow... if
you bring me the hide of a greater hellhound, i will be able to fashion an
amulet that will let you survive the temperature. Note that it will NOT
protect you from actual damage! But it WILL let you pass through the lava
area.""
Ƚ'7532"
181,0,0,"give spider silk to Dhelvanen:takeitem 481 344:message 345:giveitem 466:message 346
give silk to Dhelvanen:takeitem 481 344:message 345:giveitem 466:message 346
give Dhelvanen spider silk:takeitem 481 344:message 345:giveitem 466:message 346
give Dhelvanen silk:takeitem 481 344:message 345:giveitem 466:message 346
give cyclops eye to Dhelvanen:takeitem 479 344:message 347:giveitem 407:message 348
give eye to Dhelvanen:takeitem 479 344:message 347:giveitem 407:message 348
give Dhelvanen eye:takeitem 479 344:message 347:giveitem 407:message 348
give Dhelvanen eye:takeitem 479 344:message 347:giveitem 407:message 348
give greater dragon scale to Dhelvanen:takeitem 480 344:message 349:giveitem 425:message 350:message 351
give dragon scale to Dhelvanen:takeitem 480 344:message 349:giveitem 425:message 350:message 351
give scale to Dhelvanen:takeitem 480 344:message 349:giveitem 425:message 350:message 351
give Dhelvanen greater dragon scale:takeitem 480 344:message 349:giveitem 425:message 350:message 351
give Dhelvanen dragon scale:takeitem 480 344:message 349:giveitem 425:message 350:message 351
give Dhelvanen scale:takeitem 480 344:message 349:giveitem 425:message 350:message 351
give greater hellhound hide to Dhelvanen:takeitem 486 344:message 444:giveitem 487:message 445
give hide to Dhelvanen:takeitem 486 344:message 444:giveitem 487:message 445
give Dhelvanen greater hellhound hide:takeitem 486 344:message 444:giveitem 487:message 445
give Dhelvanen hide:takeitem 486 344:message 444:giveitem 487:message 445
Ƚ'7532"
182,0,183,"heh:80
Ƚ'7532"
183,0,0,"The %s moves towards you slowly.
Ƚ'7532"
184,0,185,"heh:80
Ƚ'7532"
185,0,0,"The %s croaks at you loudly!
Ƚ'7532"
186,0,187,"heh:80
Ƚ'7532"
187,0,0,"The %s hisses at you evilly, and swoops towards you!
Ƚ'7532"
188,0,189,"heh:80
Ƚ'7532"
189,0,0,"The %s seems to smile at you evilly, and hisses in pleasure!
Ƚ'7532"
190,0,191,"heh:80
Ƚ'7532"
191,0,0,"The %s slobbers at you crazily!
Ƚ'7532"
192,0,193,"heh:80
Ƚ'7532"
193,0,0,"The %s hisses evilly at you!
Ƚ'7532"
194,0,195,"heh:80
Ƚ'7532"
195,0,0,"The %s bubbles and spits!
Ƚ'7532"
196,0,0,"eat yellow fungus:cast 248:cast 249
eat fungus:cast 248:cast 249
Ƚ'7532"
197,0,0,"eat red fungus:cast 250
eat fungus:cast 250
Ƚ'7532"
198,0,199,"secrets:200
Ƚ'7532"
199,0,0,"The wounded man cowers before you, saying, ""Please don't hurt me, I'll tell
you anything you want! I have secrets you cannot do without!"" He looks
furtively around him, as if seeking a method of escape.
Ƚ'7532"
200,0,0,"The wounded man says, ""Yes! I am extremely valuable to you! I know many
things..."" He looks you up and down slyly, and goes on, ""If you're here, you
must be seeking entrance to the citadel. The cultists are so cruel..."" He
gets faraway look in his eyes for a moment. ""They make us harvest the black
Kher grass. They give it to us as our only food, it sustains us but saps our
will, making us unable to resist any command... Those who are strong and fit
are taken away to be trained, to join the ever-growing army they are
amassing, and those too weak... disappear. Taken as slaves or as meals for
the serpentkin, and some unfortunate few are sent to the dungeon, where the
alchemist performs unnatural experiements on them. Unspeakable acts go on
down there."" He shudders. ""Anyway... the entrance. To the southeast, in the
Kher fields, there is a hidden pathway that leads to a secret door in the
side of the fortress. There is a hidden brick that you must push, and this
will open the passage. Assaulting the main gate is far more dangerous than
slipping in the side entrance... I have never been inside so I cannot help
you with anything else, but hopefully you can put an end to these butchers!""Ƚ'7532"
201,0,202,"heh:80
Ƚ'7532"
202,0,0,"The dark bishop looks you up and down, saying, ""Pathetic fools, your
arrogance will cost you your life. No one enters the inner sanctum and lives!
Your blood will feed my god, and as you lay dying upon my altar, you will
curse your god for forsaking you!""
Ƚ'7532"
203,0,204,"heh:80
Ƚ'7532"
204,0,0,"The dark wizard laughs at you callously, and says, ""You fool. Your pathetic
hubris will gain you nothing but your painful and utter demise. Do you think
you can defeat ME? Pray to your puny god one last time, adventurer, as it
will surely be the last occasion.""
Ƚ'7532"
206,0,207,"keys:209
champion:210
Ƚ'7532"
207,0,0,"The prisoner coughs violently, and says, ""Welcome to my humble home,
adventurers. I am sorry I cannot make you comfortable, but my maid has been
lax in her duties."" He begins to laugh pathetically, and breaks into another
coughing fit, spitting up blood. After a moment, he continues with a fervent
tremor in his voice: ""HELP me. Destroy these filthy butchers. I am beyond
aid, my body is wrecked and dying... but still I may be of some help. You
get the KEYS, and slay the Champion. His evil presence is a scourge upon this
world!""
Ƚ'7532"
209,0,0,"The prisoner whispers, ""Yes. The keys. The only way to reach the Champion is
by finding the three keys."" He pauses for a moment, looking you steadily in
the eye, and continues, ""There are three keys, each held by a powerful
lieutenant of the Champion. The first is held by the dark wizard Rel-Tegar. 
He possesses powerful magics, and is the principal spell-caster and councelor
to the Champion. He is ruthless and clever, and is most likely the most
dangerous of the three lieutenants. The second key is held by Kor, one of the
Chosen of the Blood Lord. He is a brute, very stupid, but is extremely
powerful and has an animal-like cunning. His divine favour allows him powers
beyond the range of normal beings. The third and last key is in the
possession of Mailana, a dark-elf assassin of great skill. She is a master of
the arts of stealth, and can vanish at will, I have heard. Her speed and
skill are unmatched by any in the citadel, and even the Champion is wary of
her. All three are dangerous opponents, and should not be tampered with
lightly."" He pauses to catch his breath, and goes on, saying, ""When you have
the three keys, you must find the Room of Change. I know little of it save
that there is a device there, which when the three keys are placed inside,
opens and reveals the Master Key to the Dark Temple, where the Champion
awaits."" He looks deeply into your eyes, and shouts loudly, ""You MUST defeat
the three lieutenants and destroy the Champion! You MUST!""
Ƚ'7532"
210,0,0,"A look of fear passes over the prisoner's face, and he becomes even more pale
than he already is. He whispers, ""There is little that I can tell you about
him... except that he is barely even human anymore, perhaps not at all. Maybe
not even MORTAL anymore. His dark god, the Blood Lord as the foul cultists
name him, has gifted him with terrible powers. His soul is empowered by a
tremendously powerful demon of flame, and has the strength of the demonic
plane at his command. I do not know how to defeat him, or even if he can be
defeated, but I do know how to enter the Dark Temple where he resides... the
three KEYS of his lieutenants you must obtain.""
Ƚ'7532"
211,0,0,"put keys in device:takeitem 490 467:message 468:takeitem 491 469:message 470:takeitem 492 471:message 472:message 473:message 474:giveitem 496
put three keys in device:takeitem 490 467:message 468:takeitem 491 469:message 470:takeitem 492 471:message 472:message 473:message 474:giveitem 496
use keys in device:takeitem 490 467:message 468:takeitem 491 469:message 470:takeitem 492 471:message 472:message 473:message 474:giveitem 496
use three keys in device:takeitem 490 467:message 468:takeitem 491 469:message 470:takeitem 492 471:message 472:message 473:message 474:giveitem 496
put keys in gleaming steel device:takeitem 490 467:message 468:takeitem 491 469:message 470:takeitem 492 471:message 472:message 473:message 474:giveitem 496
put three keys in gleaming steel device:takeitem 490 467:message 468:takeitem 491 469:message 470:takeitem 492 471:message 472:message 473:message 474:giveitem 496
use keys in gleaming steel device:takeitem 490 467:message 468:takeitem 491 469:message 470:takeitem 492 471:message 472:message 473:message 474:giveitem 496
use three keys in gleaming steel device:takeitem 490 467:message 468:takeitem 491 469:message 470:takeitem 492 471:message 472:message 473:message 474:giveitem 496
put keys in slot:takeitem 490 467:message 468:takeitem 491 469:message 470:takeitem 492 471:message 472:message 473:message 474:giveitem 496
put three keys in slot:takeitem 490 467:message 468:takeitem 491 469:message 470:takeitem 492 471:message 472:message 473:message 474:giveitem 496
use keys in slots:takeitem 490 467:message 468:takeitem 491 469:message 470:takeitem 492 471:message 472:message 473:message 474:giveitem 496
use three keys in slots:takeitem 490 467:message 468:takeitem 491 469:message 470:takeitem 492 471:message 472:message 473:message 474:giveitem 496
Ƚ'7532"
212,0,213,"heh:80
Ƚ'7532"
213,0,0,"The master assassin grins at you coldly, her beautiful features utterly
ruthless and calculating. She growls, ""Quiet, mongrel, and enjoy your final
few breaths before I rip out your heart.""
Ƚ'7532"
214,0,215,"heh:80
Ƚ'7532"
215,0,0,"The Champion of Blood laughs gleefully, ""So, more blood for the blood god. My
blade will greedily drink of yours, cur, and my powers will increase even
more! What foolishness makes you think you have a chance against me? Fool,
prepare to meet your maker.""
Ƚ'7532"
216,0,0,"touch altar:nomonsters 503:message 502:message 508:message 504:cast 214:teleport 1250 7
push altar:nomonsters 503:message 502:message 508:message 504:cast 214:teleport 1250 7
move altar:nomonsters 503:message 502:message 508:message 504:cast 214:teleport 1250 7Ƚ'7532"
217,0,218,"chalice:219
golden chalice:219
return:220

Ƚ'7532"
218,0,0,"The bishop greets you with a wan smile, saying, ""Welcome, child, it is
refreshing to see a friendly face in these troubled times."" He sighs
wistfully. ""Why, even recently in this temple, we have had troubles. Someone
actually crept in and stole one of our most precious treasures, the golden
chalice of Amilan! How this person, or thing, crept past our holy wards, I do
not know, but whoever it was possessed stealth and power beyond any ordinary
being. Not even with such aid was this being willing to harm anyone within
these walls, however."" He pauses for a moment, and continues, ""There was one
witness, who reported seeing a black-clad figure running from the temple,
heading off to the south... perhaps to the slums. Adventurer, if you would be
willing to aid in the retrieval of our sacred chalice, I would reward you
with artifacts to aid you!""

Ƚ'7532"
219,0,0,"The bishop says, ""Yes, the chalice of Amilan, our most precious holy
artifact, has been stolen! It is quite large, of solid gold, and is
encrusted with jewels and precious stones. It is beautifully crafted, and a
holy prayer is inscribed upon it. It is priceless, and for its return I will
reward you handsomely!""

Ƚ'7532"
220,0,4701,"The bishop smiles at you hopefully, and says, ""Have you found the chalice?""



Ƚ'7532"
221,0,222,"heh:80
Ƚ'7532"
222,0,0,"The dragon hatchling hisses at you loudly, exhaling a dense cloud of smoke!
Ƚ'7532"
223,0,224,"heh:80
Ƚ'7532"
224,0,0,"The baby dragon growls at you, and pounces!
Ƚ'7532"
225,0,226,"heh:80
Ƚ'7532"
226,0,0,"The young dragon looks at you intelligently, and hisses in pleasure!
Ƚ'7532"
227,0,228,"Dhelvanen:229
Ƚ'7532"
228,0,0,"The adult she-dragon roars at you spitefully, saying, ""Foolish mortals, your
arrogance will cost you your life! No one infiltrates my sanctuary and
slaughters my brood without paying in blood! Your skin will blacken and burn
from my flame, and I will rejoice in your screams of pain!""
Ƚ'7532"
229,0,0,"The adult she-dragon looks amused, and says, ""He made a grave error such as
you have, once-adventurer. It amused me to keep him alive, however, a fate
I shall not grant YOU.""
Ƚ'7532"
230,0,0,"touch ruby:nomonsters 503:failability 131:giveability 131 1:checkability 131 1:message 541:message 542:message 543:addability 58 1:addability 70 2
move ruby:nomonsters 503:failability 131:giveability 131 1:checkability 131 1:message 541:message 542:message 543:addability 58 1:addability 70 2
get ruby:nomonsters 503:failability 131:giveability 131 1:checkability 131 1:message 541:message 542:message 543:addability 58 1:addability 70 2

Ƚ'7532"
