"Number","Name","Game Limit","Desc1","Desc2","Desc3","Desc4","Desc5","Desc6","Weight","Type","Uses","Cost","Cost Type","Min Hit","Max Hit","AC","DR","Weapon","Armour","Worn On","Accuracy","Gettable","Req Str","Speed","Robable","Hit Msg","Miss Msg","Read Msg","Distruct Msg","Not Droppable","Destroy On Death","Retain After Uses","OpenRunic","OpenPlatinum","OpenGold","OpenSilver","OpenCopper","Class 0","Class 1","Class 2","Class 3","Class 4","Class 5","Class 6","Class 7","Class 8","Class 9","Race 0","Race 1","Race 2","Race 3","Race 4","Race 5","Race 6","Race 7","Race 8","Race 9","Negate 0","Negate 1","Negate 2","Negate 3","Negate 4","Negate 5","Negate 6","Negate 7","Negate 8","Negate 9","Ability 0","Ability Value 0","Ability 1","Ability Value 1","Ability 2","Ability Value 2","Ability 3","Ability Value 3","Ability 4","Ability Value 4","Ability 5","Ability Value 5","Ability 6","Ability Value 6","Ability 7","Ability Value 7","Ability 8","Ability Value 8","Ability 9","Ability Value 9","Ability 10","Ability Value 10","Ability 11","Ability Value 11","Ability 12","Ability Value 12","Ability 13","Ability Value 13","Ability 14","Ability Value 14","Ability 15","Ability Value 15","Ability 16","Ability Value 16","Ability 17","Ability Value 17","Ability 18","Ability Value 18","Ability 19","Ability Value 19"
1803,"adamantite scimitar",0,"This is a curved sword, about three feet in length, and","bladed upon one edge. It is thin and fairly light, but can","deliver considerable slashing wounds.",,,,80,1,-1,22,2,2,11,0,0,2,0,0,0,1,40,1175,1,8235,8286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1804,"dark plated warchest",0,"This gigantic chest is made of a deep, black metal, that","devours all light. It looks as though it could easily weigh","more then a ton, and would be unliftable by any but a giant.","A massive lock keeps the chest safe from intrusion, however","the key has been left in the lock, easily allowing someone","to turn the key and unlock the chest.",9999,3,0,500,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,463,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1805,"silver box",0,,,,,,,0,0,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1806,"copper box",0,,,,,,,0,0,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1807,"yellow bone portal",1,"A grotesque piece of sorcery, this portal appears to be made","of the bones of many humanoids. The vile gate pulsates","making the bones chatter to some foul tempo. A swirlling","crimson liquid pulsates within the portal, and the stink of","death reeks from it.",,9999,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,0,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1808,"shadowy corselet",3,"This is a heavy platemail corselet eats the light around you","with its blackness. Engraved on the breast is a white","skeletal hand crushing a red skull. The armour is so bulky","it would be hard to avoid not getting hit, but it looks so","massive that it would take any blow with ease.",,1800,0,-1,250,2,0,0,340,150,0,9,11,-5,1,0,8224,1,8224,1282,0,-771747072,0,0,0,1235881622,475533122,264441644,1235881794,244711445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,-20,13,-25,135,50,34,-20,0,8224,0,8224,0,8224,0,8224,0,8224,0,8224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1809,"oak chest",0,"This medium-sized chest is of simple but elegant","construction. Long, interlocking planks of sanded oak form","its rectangular shape, and the clattering of object can be","heard from within when it is moved.",,,9999,3,1,500,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,1,0,0,0,60,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1810,"large black gem",0,"This gem is finest cut diamond you have seen in your life","of adventure. It seems to pulse with a deep, seductive","blackness. A large O has been chiseled on top of the diamond","in red lettering.",,,200,10,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,0,149,0,13,-300,27,-200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1811,"silver box",0,"This smallish silver box is ornately carved with rampant","animals. When moved, objects rattle about inside.",,,,,9999,3,1,600,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,1,0,0,0,60,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1812,"scrawling wall",0,"Brushing away the dust you can see that someone or something","used a sharp, crude instrument to make the markings on the","wall. It takes some time to read the handwriting but it says","the following: ""Gem...storage......mouth....back...pray....","opens....way""",,9999,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1813,"crowned spider skull",0,"A fearsome looking item, it looks to be the skull of a","large crowned spider. Ridges around the eye holes show where","the clusters once lay. The chitin is so sturdy it would make","an exotic, but sturdy piece of headwear to protect in","battle.",,350,0,-1,100,2,0,0,90,40,0,8,2,0,1,0,8224,1,8224,1282,0,-771747072,0,0,0,1235881622,475533122,264441644,1235881794,244711445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,-15,135,40,0,25,0,8224,0,8224,0,8224,0,8224,0,8224,0,8224,0,8224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1814,"horned spider skull",0,"A fearsome looking item, it looks to be the skull of a","great horned spider. Ridges around the eye holes show where","the clusters once lay. Two great horns jut from the helm,","allowing one to possibly gore an opponent, causing harm and","knocking them to the ground. Though odd looking it could","make for a sturdy helm.",350,0,-1,0,2,0,0,60,30,0,8,2,0,1,0,8224,1,8224,1282,0,-771747072,0,0,0,1235881622,475533122,264441644,1235881794,244711445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,-15,135,40,0,1176,0,8224,0,8224,0,8224,0,8224,0,8224,0,8224,0,8224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1815,"scroll of natural prowess",0,"This bark parchment has swirling runes burned onto it,","explaining the rituals and methods of learning this spell.",,,,,15,9,1,1250,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1,42,1016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1816,"blood inscripted scroll",0,"Ancient dark parchment has been inscribed with unholy runes,","written with aged blood that has been caked heavily to","survive the years.",,,,10,9,1,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1,42,1025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1817,"scroll of mass entangle",0,"This bark parchment has swirling runes burned onto it,","explaining the rituals and methods of learning this spell.",,,,,15,9,1,1850,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1,42,374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1818,"scroll of sleep",0,"This parchment is inscribed with runes of magic, but exactly","what is written can only be learned by reading it.",,,,,10,9,1,1250,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,8420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,1110,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1819,"magma rock chest",0,"This large chest is made from magma rock, long since cooled","since the day it was first made. It has trully been made","from magical means, for the weight of it is quiet late for","being made of such heavy stone.",,,1000,8,1,150,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,66,0,0,0,0,2500,10000,25000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,1256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1820,"lunar chainmail hauberk",0,"This suit of chainmail shines as if the moon were captured","in its very rings. Shining with a blue tinge, a silver wolf","head is sewn into the chestcloth, howling at the moon.",,,,1000,0,-1,55,3,0,0,270,60,0,7,11,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,45,13,15,28,1,69,10,4,2,27,-5,34,-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1821,"lunar chainmail leggings",0,"Tiny chain links have been woven with a strange blue metal","to form an unbreakable pair of leggings. The way they glow","it would seem as if they had fallen from the night sky.",,,,225,0,-1,45,3,0,0,100,10,0,7,9,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,45,13,10,28,1,69,5,27,-5,34,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1822,"lunar chainmail coif",0,"Links of blue steel mesh together and form a tight fitting","coif. The metal has a strange glow that gives it a strange","alien quality.",,,,175,0,-1,15,3,0,0,80,10,0,7,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,45,77,10,28,1,13,10,69,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1823,"lunar chain gauntlets",0,"This is a pair if elbow-length chain gauntlets has been","fashioned in a bizarre fashion. Through intricate patterns","it has been crafted to appear so that the hand were the head","of a wolf, and the fingers forming the maw. It appears","stylish without degrading the protection of the gauntlets.",,200,0,-1,10,3,0,0,70,6,0,7,3,0,1,0,8224,1,8224,1282,16778242,-771747072,0,0,0,1235881622,475533122,264441644,1235881794,244711445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,45,4,1,28,1,0,8224,0,8224,0,8224,0,8224,0,8224,0,8224,0,8224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1824,"sadamune-",1,"This is a light one-handed sword. It is about three and a","half feet long, midway in size between a broadsword and a","greatsword. Its slightly curved blade is razor-sharp, and","the sword is apparently made by a master craftsman. Its","black hilt is carved in the shape of a rearing panther.",,125,1,-1,5000,2,18,54,40,0,3,0,0,6,1,80,2700,1,8226,8286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,5,135,50,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1825,"poisoned shuriken",0,"This small steel disk has four razor-sharp blades protruding","from its edge. A dull black substance has been smeared on","the points.",,,,20,2,1,50,2,0,0,0,0,0,0,3,0,1,0,0,1,0,0,0,121,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,304,135,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1826,"granite tablet",0,"This massive grey stone smells of fresh soil and rock dust,","it weighs you down heavily but you not various runes and","symbols of druidic tongue have been carved onto it.",,,,100,9,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3114,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1,42,242,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1827,"magma chunk",0,"This chunk of magma looks as though it would easily char","the flesh off anything but surprisingly it radiates no heat.","In glowing runes of druidic tongue phrases are written upon","the lava rock.",,,25,9,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3115,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1,42,239,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1828,"metallic parchment",0,"A thin metal sheet crackles with powerful energy, sparks","jet from all over the page. Bright blue sygils of power","can be seen very clearly on this metal page and they appear","to be written in the language of druids.",,,25,9,1,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3116,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1,42,241,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1829,"frozen orb",0,"This large orb of solid ice makes your teeth almost chatter","with its glacial aura. Oddly you see faint crimson writing","around it, which looks similar to druidic script.",,,,15,9,1,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3117,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1,42,240,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1830,"mutilated corpses",0,"Several bodies lie in piles along the floor here, all of","them with various parts cut from them, sliced away as if","they were choice cuts of meat. Some of the bodies you can","tell have been here for some time, others look recently","fresh.",,9999,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1831,"table",0,"This simple table has seen better days years ago. Marks and","scratches decorate it like a polish, and it has been stained","crimson in splotches, as if a great battle had been waged","upon its simple surface.",,,2000,10,-1,1500,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1832,"aged desk",1,"This elegant desk has been painstakingly hand-crafted from","a variety of precious woods, and is rarely seen outside","mansions of the rich. Thick dust coats it entirely, turning","its polished brown to a dull, sickly grey. A drawer is","curiously open halfway, drawing your attention.",,32000,3,-1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1833,"aged desk",1,"This elegant desk has been painstakingly hand-crafted from","a variety of precious woods, and is rarely seen outside","mansions of the rich. Thick dust coats it entirely, turning","its polished brown to a dull, sickly grey.",,,32000,3,-1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1834,"silver casket",1,"This squat, heavy silver casket is inlaid with many small","etchings of capering warriors. It rests upon a small marble","dias.",,,,900,8,1,150,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,66,0,0,0,0,0,30,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,1263,119,0,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1835,"stormmetal corselet",1,"Thick plates of a bluish metal have been crafted to form a","massive corselet. Sparkles of white and blue dance around","the edges and the plates seem to hum as they rub together.","It is obvious by its size that a giant was the intended","wearer, but with some adjustments it could fit the frame","of a normal humanoid.",2100,0,-1,25,3,0,0,380,160,0,9,11,-7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,-40,135,50,66,30,34,-30,111,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1836,"silversilk gloves",0,"Woven from elven silversilk, these gloves weigh almost","nothing. Stitched with runes of gold they would give any","wearer simple protection to their hands.",,,,40,0,-1,100,3,0,0,40,0,0,1,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1,135,40,0,20,0,200,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1837,"silversilk slippers",0,"This pair of simple slippers have been woven from silversilk","that only elves possess. Embroidered with runes of gold","they offer great comfort to the feet while traversing the","harshest surface.",,,40,0,-1,100,3,0,0,40,0,0,1,5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1,135,40,0,20,0,200,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1838,"demonhide sandals",0,"These blood red sandals are crafted out of the black-spined","skin of a demon. They are tough and thick-soled. On the","heel of each sandal, a glowing blue symbol of the","Kai Lords is emblazoned.",,,50,0,-1,500,2,0,0,10,0,0,1,5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1,135,20,93,3,94,4,91,3,90,4,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1839,"sapphire bracers",1,"Fashioned from a beautiful sapphire gem, and enforced with","powerful magic, these bracers crackle with energy and might.","A glowing warmth radiates from this magical armour, and the","symbol of the Kai Lords can be seen within each bracer.",,,70,0,-1,8000,2,0,0,15,0,0,0,6,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1,66,25,4,2,0,33,0,411,135,40,89,5,92,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1840,"sandstone chest",0,"This large, heavy chest is made of black iron, which has","been polished so that the container gleams like a beetle's","carapace. A hideous demonic face has been carved into its","lid, and it is obvious that the chest is full of valuables.",,,2000,8,1,250,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,66,0,0,0,0,500,1000,15000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,1264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1841,"black plate boots",0,"This pair of boots is fashioned from thick black iron, and","lined with the coarse hide of some animal. Formed with very","poor skill, they lack any form of comfort but offer","good defense against attack. A harsh, crimson rune has been","stamped on the toe and heel of each boot. The iron is","surprisingly light for its thickness.",170,0,-1,360,2,0,0,55,10,0,9,5,-2,1,0,8224,1,8224,1282,0,-771747072,0,0,0,1235881622,475533122,264441644,1235881794,244711445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,-5,28,1,135,15,0,0,0,8224,0,8224,0,8224,0,8224,0,8224,0,8224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1842,"black plate gauntlets",0,"A collection of black iron have been fashioned to into a","pair of heavy gauntlets. The palm of each metal glove has","been created from coarse animal hide and each knuckle has","been stamped with a harsh, glowing rune. The iron looks","very heavy but feels surprisingly light.",,250,0,-1,450,2,0,0,70,7,0,9,3,0,1,0,8224,1,8224,1282,16778242,-771747072,0,0,0,1235881622,475533122,264441644,1235881794,244711445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1,27,-5,135,15,0,8224,0,8224,0,8224,0,8224,0,8224,0,8224,0,8224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1843,"black dragon tabi",0,"These knee-length boots have been fashioned from a fine type","of silk, and dyed a midnight blue. The form of a black","dragon has been sewn on them, its tail beginning at the shin","and its maw ending on the foot. The soles have been woven","in such a way that movement would be muffled, enhancing","the wearers stealth.",25,0,-1,20,2,0,0,20,0,0,2,5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,10,135,40,4,1,34,5,117,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1844,"mithril plate gauntlets",0,"This pair of gauntlets are made of the purest mithril,","shining brightly in the light. They appear very heavy,","but are surprisingly light when you pick them up. You","can tell from the craftsmanship that they were","fashioned by a master-smith.",,250,0,0,50,3,0,0,70,7,0,9,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1,27,-2,135,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1845,"prismatic slippers",0,"This pair of fine slippers are woven out of a cloth that","displays every colour of the rainbow. Smooth as silk,","they are incredibly comfortable, and the warmth that","radiates from them show they are of great magical quality.",,,20,0,-1,500,2,0,0,25,0,0,1,5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,4,135,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1846,"prismatic gloves",0,"Fashioned from a magical cloth, these gloves sparkle with","ever changing colours. The outside feel smooth to the touch,","but the inside of the gloves seem more sturdy, and a feeling","of warmth flows from them.",,,20,0,-1,400,2,0,0,25,0,0,1,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,3,135,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1847,"prismatic trousers",0,"These flamboyant pants glow in a spectrum of colour. Woven","from a fine cloth, these leggings offer comfort and some","durable protection from the ankles to the waist of the","wearer.",,,20,0,-1,700,2,0,0,25,0,0,1,9,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,3,135,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1848,"astral slippers",0,"Astral patterns dance along the tops of this pair of","magically woven slippers. While more weighty then a pair of","shoes, the power of these slippers easily offer more","protection from the elements.",,,30,0,-1,1000,2,0,0,30,0,0,1,5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1,0,3,135,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
