"Number","Name","Group","Index","Weapon Number","AC","DR","Follow","MR","Experience","Hit Points","HP Regen","Energy","Game Limit","Charm LvL","Charm RES","BS Defense","Active","Type","Undead","Alignment","Gender","Regen Time","Date Killed","Time Killed","Runic","Platinum","Gold","Silver","Copper","Move Msg","Death Msg","Greet Txt","Desc Txt","Talk Txt","Death Spell","Create Spell","Desc 1","Desc 2","Desc 3","Desc 4","Attack Type 0","Attack Accu/Spell 0","Attack % 0","Attack Min Hit/Cast % 0","Attack Max Hit/Cast LVL 0","Attack Hit Msg 0","Attack Dodge Msg 0","Attack Miss Msg 0","Attack Energy 0","Attack Hit Spell 0","Spell Number 0","Spell Cast % 0","Spell Cast LVL 0","Attack Type 1","Attack Accu/Spell 1","Attack % 1","Attack Min Hit/Cast % 1","Attack Max Hit/Cast LVL 1","Attack Hit Msg 1","Attack Dodge Msg 1","Attack Miss Msg 1","Attack Energy 1","Attack Hit Spell 1","Spell Number 1","Spell Cast % 1","Spell Cast LVL 1","Attack Type 2","Attack Accu/Spell 2","Attack % 2","Attack Min Hit/Cast % 2","Attack Max Hit/Cast LVL 2","Attack Hit Msg 2","Attack Dodge Msg 2","Attack Miss Msg 2","Attack Energy 2","Attack Hit Spell 2","Spell Number 2","Spell Cast % 2","Spell Cast LVL 2","Attack Type 3","Attack Accu/Spell 3","Attack % 3","Attack Min Hit/Cast % 3","Attack Max Hit/Cast LVL 3","Attack Hit Msg 3","Attack Dodge Msg 3","Attack Miss Msg 3","Attack Energy 3","Attack Hit Spell 3","Spell Number 3","Spell Cast % 3","Spell Cast LVL 3","Attack Type 4","Attack Accu/Spell 4","Attack % 4","Attack Min Hit/Cast % 4","Attack Max Hit/Cast LVL 4","Attack Hit Msg 4","Attack Dodge Msg 4","Attack Miss Msg 4","Attack Energy 4","Attack Hit Spell 4","Spell Number 4","Spell Cast % 4","Spell Cast LVL 4","Item Number 0","Item Uses 0","Item Drop % 0","Item Number 1","Item Uses 1","Item Drop % 1","Item Number 2","Item Uses 2","Item Drop % 2","Item Number 3","Item Uses 3","Item Drop % 3","Item Number 4","Item Uses 4","Item Drop % 4","Item Number 5","Item Uses 5","Item Drop % 5","Item Number 6","Item Uses 6","Item Drop % 6","Item Number 7","Item Uses 7","Item Drop % 7","Item Number 8","Item Uses 8","Item Drop % 8","Item Number 9","Item Uses 9","Item Drop % 9","Ability 0","Ability Value 0","Ability 1","Ability Value 1","Ability 2","Ability Value 2","Ability 3","Ability Value 3","Ability 4","Ability Value 4","Ability 5","Ability Value 5","Ability 6","Ability Value 6","Ability 7","Ability Value 7","Ability 8","Ability Value 8","Ability 9","Ability Value 9"
811,"Bloody Executioner",29,0,1484,10,5,100,95,1000000.00,2900,1000,1000,1,9999,999,0,0,0,0,2,1,25,0,0,0,0,121,351,772,2930,2753,9275,0,0,0,0,"So named because of his gore spattered escapades in the country side,","this massive brute of a man has chosen you for his next victim.","Dressed in a blood splattered cowl, and large black robe covered in","gore, he swings a massive two handed axe which has a hungry gleam.",1,165,50,10,70,702,8297,8310,200,0,0,0,0,1,165,80,90,240,59,8297,8310,200,953,0,0,0,1,165,100,100,140,8410,8297,8310,200,894,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1459,-1,10,1484,-1,5,1460,-1,5,1461,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,20,34,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
812,"sdfsdfsfs",0,0,1436,78,10,100,90,20475.00,1000,110,1000,5,909,456,0,0,0,1,2,1,1,0,0,0,2,100,200,0,2931,2760,33,0,0,0,1105,"A most foul and undead creation, this was once a knight of great","prowess. Now it wears the blood and gore of its victims on the many","spikes that jut from it's armor. A skeletal grin greets your gaze as","it raises a large bone sword to attack.",1,190,50,20,45,241,8297,8310,200,952,259,40,60,1,1000,70,80,190,59,8297,8310,600,953,0,0,0,2,391,80,100,25,1,1,1,100,0,0,0,0,2,309,100,100,30,1,1,1,400,0,0,0,0,0,0,0,0,0,1,1,1,400,0,0,0,0,1436,-1,1,743,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,0,81,0,72,10,146,814,139,25,0,0,0,0,0,0,0,0,0,0
813,"rotting beholder",29,0,0,70,15,100,150,1800000.00,3490,500,1000,1,9000,999,250,0,0,1,2,0,1,0,0,0,0,0,0,0,1062,2761,473,2002,0,1111,0,"A sphere of rotting flesh and eyestalks, this is also known as a","beholder of undeath. Rotworms at it's body even as long eyestalks are","stare at you with malevolence and a massive central eye promises","untold suffering and pain.",1,150,90,140,300,2761,8306,8293,800,0,397,20,30,2,954,100,100,40,1,1,1,300,0,396,40,30,0,0,0,0,0,1,1,1,0,0,395,60,30,0,0,0,0,0,1,1,1,0,0,955,80,30,0,0,0,0,0,1,1,1,0,0,956,100,30,1730,1,100,1731,-1,100,1444,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,4,139,25,57,0,5,-50,109,0,0,0,0,0,0,0,0,0,0,0
814,"skeletal steed",29,0,0,55,5,70,60,4000.00,320,20,1000,5,35,9999,0,0,2,255,2,0,0,0,0,0,0,0,0,0,705,2764,33,0,0,0,0,"Once the proud warhorse of some nobleman or knight, this animal has","been summoned from its sleep to do the bidding of an evil power. You","are chilled by the sight of the massive frame of bone, and the frozen","grin of a horse skull. Though without muscle it is still formidable.",1,145,50,6,39,2764,8307,8294,500,0,0,0,0,1,160,75,50,80,727,8307,8294,500,0,0,0,0,1,160,100,20,100,717,8307,8294,1000,318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,0,3,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
815,"dark treant",29,20,0,50,15,40,75,5200.00,590,60,1000,0,9999,452,0,0,0,0,2,0,0,0,0,0,0,0,0,0,972,973,135,2002,0,0,0,"As you take in the full size of this sylvan creature, you can only","assume it is the corrupted form of a treant, turned to the forces of","evil. Dark red ichor oozes out of the bark, making the emotionless","visage of the monster look as though it is weeping tears of blood.",1,130,90,20,80,973,258,259,600,0,0,0,0,1,130,100,50,130,973,258,259,800,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,0,21,0,139,20,5,-50,28,2,0,0,0,0,0,0,0,0,0,0
816,"midnight unicorn",29,0,0,80,4,100,99,120000.00,2200,400,1000,1,9999,9999,45,0,0,0,2,0,1,0,0,0,0,0,0,0,974,2765,462,0,0,394,0,"A corruption of pure evil, this monster is a mockery of the good","hearted counterpart. It snorts causing flame and sulphur to erupt,","as it gazes at you with eyes of hell-fire. It stamps it's hooves on","the ground and lowers it's dark horn directly at you before charging.",1,125,50,10,52,975,8307,8294,333,953,1028,100,10,1,125,80,40,100,976,8307,8294,600,0,0,0,0,2,394,100,100,30,1,1,1,290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1437,-1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,34,60,21,0,28,4,139,25,0,0,0,0,0,0,0,0,0,0
817,"Banished One",29,0,1435,50,5,100,115,500000.00,1535,150,1000,1,9999,9252,100,0,0,0,2,1,12,0,0,0,10,129,1095,0,66,2766,9277,0,0,0,957,"Dressed entirely in black leathers, this man is hunched over somewhat",", wearing a cowl to hide his face. In one hand he carries a jagged","sabre that has a fearful glow to it. At first glance his other hand","is signalling to you, and then you see he is about to cast a spell!",1,145,35,8,45,2766,8297,8310,200,953,59,30,35,1,145,55,50,145,48,8297,8310,200,958,63,60,35,2,288,75,100,35,1,1,1,1000,0,0,0,0,2,254,100,100,40,1,1,1,1000,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1435,-1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,60,0,3,139,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
818,"hanging tree",29,0,0,0,80,100,130,6500000.00,7200,2000,1000,1,9999,9999,100,0,3,255,2,0,22,0,0,0,0,0,0,0,66,2769,135,0,0,1122,0,"A great massive tree, reaching fifty feet in the air is rooted here.","Were it not for the mass of dead bodies hanging from the twisting","branches you would take no notice. The bodies suddenly begin cursing","at you, and then you are surrounded by a mass of dead fists and feet.",1,220,20,65,100,2769,258,259,200,318,1037,20,100,1,220,40,55,80,2770,258,259,100,0,0,0,0,1,220,60,45,90,2771,258,259,125,318,0,0,0,1,220,80,50,60,2772,258,259,125,952,0,0,0,1,220,100,100,200,2769,258,259,200,128,0,0,0,524,-1,100,524,-1,100,1632,1,25,1496,1,40,1444,1,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,5,139,35,109,0,57,0,5,-50,0,0,0,0,0,0,0,0,0,0
819,"black rosebush",29,21,0,20,0,100,50,8000.00,400,20,1000,0,9999,1238,100,0,3,0,2,0,0,0,0,0,0,0,0,0,66,251,135,0,0,962,0,"This spiny bush of blood-tinged thorns is covered by roses of the","blackest color of night. The leaves seem to sway for a moment as if","signalling for you to come closer. You cant help but sniff the roses","alluring, almost numbing fragarance.",1,120,45,2,12,251,8307,8294,120,959,0,0,0,1,100,85,2,12,251,8307,8294,120,960,0,0,0,2,961,100,100,30,1,1,1,840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1463,-1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,32,57,0,28,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
820,"clawed beast man",29,17,0,55,5,90,85,5000.00,569,95,1000,0,999,999,15,0,2,0,2,0,0,0,0,0,0,21,428,0,66,2775,27,2003,0,0,0,"A massive furred man with the head of some jackal-like creature is","before you, fangs bared as it gives a dangerous growl. Its hands end","in massive nine-inch claws, each one tinged with a black substance."," With amazing agility, the grey-furred beast jumps towards you!",1,125,25,16,38,2775,8308,8295,160,0,0,0,0,1,140,50,20,43,2775,8308,8295,160,81,0,0,0,1,145,75,46,91,2775,8308,8295,400,953,0,0,0,1,145,100,15,42,2775,8308,8295,160,323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1481,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,30,28,2,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
821,"groaning cloud",29,15,0,80,0,65,50,5000.00,492,50,1000,0,38,90,60,0,0,1,2,0,0,0,0,0,0,0,0,0,3032,3034,113,0,0,0,0,"All you can see of this strange cloud formation is a swirling yellow","form, hidden somewhere within the folds. It lets out a groan of","hunger and longing, two orbs of white look upon you, and it","moves towards you with amazing speed!",0,0,0,0,0,1,1,1,0,0,388,50,25,0,0,80,0,0,1,1,1,0,0,389,100,25,0,0,100,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,0,57,0,28,3,3,100,0,0,0,0,0,0,0,0,0,0,0,0
822,"scythe skeleton",29,14,1440,65,5,70,50,3500.00,409,26,1000,0,40,50,20,0,2,1,2,0,0,0,0,0,0,0,0,0,8244,2776,33,2002,0,0,0,"The yellowed bones of a humanoid skeleton stand before you. A macabre","twist for this monster is the two scythes attached to the elbows","where arms should be. It clacks it teeth at you and you sense almost","a cackle coming from its fleshless mouth.",1,95,80,2,14,2776,8297,8310,150,201,0,0,0,1,125,100,5,19,2776,8297,8310,200,953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440,-1,10,1440,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,0,28,2,3,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
823,"bone snake",29,15,0,80,0,98,75,3000.00,329,35,1000,0,99,9999,100,0,0,1,2,0,0,0,0,0,0,0,0,0,66,2777,33,0,0,0,0,"The yellowed bones of a serpent make up the body of this undead","creation. Two massive fangs protrude from the human skull that is the","head of this monster. Slithering with wicked grace the snake lifts","its head and lets out a silent hiss.",1,115,70,10,24,2777,8307,8294,300,81,0,0,0,1,115,100,25,45,2777,8307,8294,300,952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,0,34,35,3,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
824,"vampiric mist",29,0,0,60,0,100,70,10000.00,500,9,1000,0,9999,9999,100,0,0,1,2,0,0,0,0,0,0,0,0,0,66,2783,9280,0,0,0,0,"Its physical form destroyed, this is the gaseous form of a vampire.","Swirling and spinning in hypnotic patterns, malevolence exudes from","the mist cloud and the smell of death taints the air around you. With","amazing speed it swoops in to strike!",2,950,33,100,35,2783,8486,8487,600,0,0,0,0,2,388,66,100,30,1,1,1,600,0,0,0,0,2,389,100,100,25,1,1,1,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,0,3,100,139,20,28,3,185,1446,0,0,0,0,0,0,0,0,0,0
825,"drooling blood ghoul",29,15,0,50,1,90,43,3000.00,590,40,1000,0,40,84,0,0,2,1,2,0,0,0,0,0,0,0,0,0,8263,2778,9282,2002,0,0,0,"Blood flows down the mouth of this emaciated undead monster, like an","unending river of crimson. Glowing red eyes shine dully with little","or no intelligence. You almost gag as you see the awful trail of red","reaches down to its jagged feet, leaving a trail of death.",1,110,100,4,25,2778,8308,8295,300,952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,50,109,0,34,30,5,-100,0,0,0,0,0,0,0,0,0,0,0,0
826,"spirit assassin",29,14,1454,30,1,95,65,5800.00,480,50,1000,0,100,100,100,0,0,1,2,0,0,0,0,0,0,0,0,0,66,2782,33,0,0,0,0,"A ghostly image of its former self, this was once an assassin paid","by many to carry out deeds of death and murder. Now summoned into","undeath its only mission is to bring strife and murder to all things","living. Garbed in ghostly clothes it wields an ethereal dagger.",1,135,50,8,10,2782,8297,8310,200,978,0,0,0,1,135,100,10,17,398,8297,8310,200,978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1454,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,109,0,34,50,3,200,5,-50,0,0,0,0,0,0,0,0,0,0
827,"bone warrior",29,23,1190,60,4,80,60,4000.00,450,55,1000,0,9999,99,40,0,2,1,2,0,0,0,0,0,0,0,0,0,2406,2407,9094,0,0,0,0,"A dull red glow emanates from the eye sockets of this long since","dead warrior. No flesh appears upon the undead to show the scars of","battles past. Deep gouges in some of the bones surrounding vital","areas are evidence that their death was not timely.",1,125,80,10,30,2407,8297,8310,200,0,0,0,0,1,125,100,35,55,2407,8297,8310,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1190,-1,1,1821,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,5,40,109,0,3,40,28,4,0,0,0,0,0,0,0,0,0,0
828,"wraith",29,15,0,65,1,90,55,5000.00,300,5,1000,0,999,9999,25,0,1,1,2,0,0,0,0,0,0,0,0,0,1042,1933,33,2002,0,0,0,"This unnerving apparition seems to be your worst nightmare-- a large","shadowy figure with long, wicked claws and hellishly burning eyes.","It exists only to bring death to living creatures, and leaves no","being it encounters alive.",1,95,20,5,18,1933,8308,8295,250,950,0,0,0,1,105,100,5,18,1043,8308,8295,250,949,0,0,0,0,160,0,5,18,169,8308,8295,250,390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,100,109,0,34,30,5,-100,0,0,0,0,0,0,0,0,0,0,0,0
829,"flesh golem",29,17,0,40,8,100,75,4750.00,640,100,1000,0,999,9999,0,0,0,1,2,0,0,0,0,0,0,0,0,0,2932,1773,9284,0,0,0,0,"This eight-foot-tall monstrosity appears to have been put together","from assorted body parts. Hideous and powerful, it is devoid of all","sentiment and is now nothing but a relentless killer.",,1,125,50,10,50,1773,8311,8299,500,0,0,0,0,1,145,100,20,70,1773,8311,8299,500,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1356,-1,100,1356,-1,1,1357,-1,100,1357,-1,1,524,-1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,109,0,3,25,66,50,28,1,0,0,0,0,0,0,0,0,0,0
830,"spectre",29,15,0,75,0,90,60,5500.00,520,100,1000,0,9999,9999,100,0,1,1,2,0,0,0,0,0,0,0,0,0,66,1934,113,0,0,0,0,"This nearly transparent apparition moans softly as it floats about.","It clutches its torn white funeral rags closely to itself. Although","it appears sad and lonely, the undead are known to vent their rage","and frustration upon the living.",1,115,100,5,24,1934,8436,8437,300,950,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,0,3,100,57,0,5,-50,28,2,0,0,0,0,0,0,0,0,0,0
831,"Spirit of Draka",0,0,1334,50,10,100,200,50.00,2000,500,1000,0,9999,9999,100,0,0,0,0,1,0,0,0,0,0,0,0,0,66,2784,9286,0,0,0,0,"Hovering before you is a nekojin garbed in ancient armor. His aura","dulls your senses, stopping anything magical from having effect. His","golden eyes hold power to be respected and feared much like the order","of spellbreakers that his physical self once belonged to.",1,900,80,20,50,2784,8297,8310,200,0,0,0,0,1,900,100,80,200,48,8297,8310,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,139,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
832,"vampire bat",29,13,0,70,3,75,58,2600.00,235,24,1000,0,26,100,15,0,0,0,2,0,0,0,0,0,0,0,0,0,371,907,186,2001,0,0,0,"This huge, jet-black bat has a wingspan of at least twelve feet. Its","small, crimson eyes glow evilly, and it flexes its razorlike talons","compulsively.",,1,95,50,5,16,907,375,376,400,958,0,0,0,1,105,100,5,18,372,375,376,300,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,34,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
833,"vampire magus",29,38,0,60,15,100,80,12000.00,600,75,1000,0,9999,999,100,0,1,1,2,1,0,0,0,0,1,20,800,0,66,2785,9273,2002,0,989,0,"Garbed in the clothes of a noblemen, he could pass for an everyday","earl or duke, were it not for the elongated fangs he bares at you,","slavering for the sweet taste of your lifeblood. His pale, bony hands","begin to gesture in arcane motions, and magic begins to form.",1,125,25,10,20,2785,8308,8295,300,950,59,10,30,2,991,75,100,40,1,1,1,400,0,255,20,30,2,216,90,100,40,1,1,1,1000,0,264,30,30,2,1197,100,100,40,1,1,1,1000,0,256,40,30,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,0,5,-50,28,4,57,0,139,25,0,0,0,0,0,0,0,0,0,0
834,"vampire acolyte",29,38,0,50,15,100,130,10000.00,500,75,1000,0,999,999,100,0,1,1,2,1,0,0,0,0,1,25,1000,0,66,2785,9273,2002,0,989,0,"Adorned in the holy symbols of some long dead priesthood, this is an","abomination to all things holy. Eyes of crimson grin at you evilly","as the undead holyman gathers his power from some vile diety to bring","destruction upon you, or even worse, use you as the next feeding.",1,125,35,10,25,2785,8308,8295,250,950,61,10,30,2,721,85,100,40,1,1,1,1000,0,938,15,30,2,991,100,100,40,1,1,1,400,0,853,25,30,0,0,0,0,0,1,1,1,0,0,125,35,30,0,0,0,0,0,0,0,0,0,0,1025,50,40,1816,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,0,5,-50,57,0,28,4,139,25,0,0,0,0,0,0,0,0,0,0
835,"vampire elder",29,39,0,65,15,100,90,16000.00,1000,120,1000,50,9999,9999,100,0,1,1,2,1,0,0,0,0,0,0,0,0,66,2785,9273,2002,0,989,0,"An ancient monstrosity, still keeping up the facade of humanity this","undead creature shows many years upon him. Clothed in rich silks it","does nothing to hide the vile, hairless visage and white skin","stretched over his skull. Fangs slaver with delight at your scent.",1,170,20,25,65,2785,8307,8295,300,950,0,0,0,2,991,40,100,50,1,1,1,500,0,125,50,50,2,216,60,100,50,1,1,1,1000,0,0,0,0,2,1197,70,100,50,1,1,1,1000,0,0,0,0,2,211,100,100,50,1,1,1,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,0,5,-25,28,5,139,30,57,0,0,0,0,0,0,0,0,0,0,0
836,"Ozrinom the Vampire Lord",29,0,0,80,15,100,100,2925000.00,4000,1000,1000,1,9999,9999,250,0,3,1,2,1,8,0,0,0,1,0,0,1,66,2786,9293,0,0,0,0,"The master of his realm, power oozes from him like a dark seductress,","full of charm and elegance he is the most handsome face you have seen","in your life. His crimson eyes almost gaze at you with a predatory","gleam, and you feel very much so that you are the prey in this game.",1,180,20,35,100,2786,2788,2789,125,1160,949,20,40,2,211,25,100,50,1,1,1,1000,0,938,30,40,2,216,50,100,50,1,1,1,1000,0,937,40,40,2,1197,70,100,50,1,1,1,1000,0,0,0,0,2,991,100,100,50,1,1,1,125,0,0,0,0,1487,-1,15,1458,-1,50,1444,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,5,139,35,57,0,109,0,146,835,0,0,0,0,0,0,0,0,0,0
837,"Death Mist of Ozrinom",29,0,0,85,0,100,100,900000.00,1500,200,1000,1,9999,9999,100,0,1,1,2,0,0,0,0,0,0,0,0,0,66,2783,9280,0,0,1124,0,"A black and horrid mist, death and decay emit from it like a plague","train. So large it almost seems to snake entirely around you, this","mist is the form of an angered lord of vampires. As its midnight","tendrils duck and weave, they seem to spell out your demise.",1,145,25,10,100,2783,8486,8487,125,988,0,0,0,2,388,50,100,65,1,1,1,125,0,0,0,0,2,389,100,100,65,1,1,1,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,0,34,90,139,30,28,5,57,0,0,0,0,0,0,0,0,0,0,0
838,"gremlin",29,16,0,20,1,90,45,3500.00,300,20,1000,0,45,65,100,0,2,0,2,0,0,0,0,0,0,10,100,0,371,2812,9297,2003,0,0,0,"A winged goblinoid, gremlins are well-known for mischief making. Red","eyes gaze at you with evil as it grins, revealing rows of dagger like","teeth. It cackles at you and swoops around you, a brownish blur.","Suddenly it is behind you claws ready to strike!",1,120,50,6,25,2812,8308,8295,200,81,59,20,20,1,120,100,15,30,27,8307,8294,400,0,63,40,20,0,0,0,0,0,0,0,0,0,0,56,60,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,90,28,1,139,15,57,0,0,0,0,0,0,0,0,0,0,0,0,0
839,"Scarecrow",29,29,1439,10,1,80,100,50000.00,2000,150,1000,1,9999,9999,100,0,0,0,2,0,1,0,0,0,0,0,0,0,66,2813,33,0,0,0,0,"The form of a ghoulish looking piece of farm superstition stands","before you. A straw effigy of a man in overalls, a rotted pumpkin","makes for its face. Oddly enough it seems to hang from nothing as if","it were standing on its own will.",1,125,70,30,60,2813,8297,8310,500,0,1084,20,10,1,145,90,12,45,39,8297,8310,200,0,430,50,20,0,0,100,100,30,39,8297,8310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1439,-1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,20,5,-200,109,0,28,3,0,0,0,0,0,0,0,0,0,0,0,0
840,"famished cow",29,27,0,0,0,10,0,25.00,10,0,1000,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3038,2814,9299,0,0,0,0,"This poor beast of labor shows signs of not being fed for days. Who","ever the owner was has either left it or forgotten about it, or more","sinister things have happened. It looks up at you and lets out a weak","moo to signify it knows of your presence.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
