"Number","Name","Desc A","Desc B","Desc C","Type","Min Lvl","Max Lvl","MarkUp","Class Limit","Item 0","Max 0","Normal 0","Regen Time 0","Regen Number0","Regen %0","Item 1","Max 1","Normal 1","Regen Time 1","Regen Number1","Regen %1","Item 2","Max 2","Normal 2","Regen Time 2","Regen Number2","Regen %2","Item 3","Max 3","Normal 3","Regen Time 3","Regen Number3","Regen %3","Item 4","Max 4","Normal 4","Regen Time 4","Regen Number4","Regen %4","Item 5","Max 5","Normal 5","Regen Time 5","Regen Number5","Regen %5","Item 6","Max 6","Normal 6","Regen Time 6","Regen Number6","Regen %6","Item 7","Max 7","Normal 7","Regen Time 7","Regen Number7","Regen %7","Item 8","Max 8","Normal 8","Regen Time 8","Regen Number8","Regen %8","Item 9","Max 9","Normal 9","Regen Time 9","Regen Number9","Regen %9","Item 10","Max 10","Normal 10","Regen Time 10","Regen Number10","Regen %10","Item 11","Max 11","Normal 11","Regen Time 11","Regen Number11","Regen %11","Item 12","Max 12","Normal 12","Regen Time 12","Regen Number12","Regen %12","Item 13","Max 13","Normal 13","Regen Time 13","Regen Number13","Regen %13","Item 14","Max 14","Normal 14","Regen Time 14","Regen Number14","Regen %14","Item 15","Max 15","Normal 15","Regen Time 15","Regen Number15","Regen %15","Item 16","Max 16","Normal 16","Regen Time 16","Regen Number16","Regen %16","Item 17","Max 17","Normal 17","Regen Time 17","Regen Number17","Regen %17","Item 18","Max 18","Normal 18","Regen Time 18","Regen Number18","Regen %18","Item 19","Max 19","Normal 19","Regen Time 19","Regen Number19","Regen %19"
141,"Gang Shop #141","                                                   ","                                                   ","                                                   ",11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,"Gang Shop #142","                                                   ","                                                   ","                                                   ",11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143,"Gang Shop #143","                                                   ","                                                   ","                                                   ",11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,"Gang Shop #144","                                                   ","                                                   ","                                                   ",11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,"Gang Shop #145","                                                   ","                                                   ","                                                   ",11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,"Recycler 3","                                                   ","                                                   ","                                                   ",0,0,0,500,0,347,0,0,0,0,0,348,0,0,0,0,0,349,0,0,0,0,0,350,0,0,0,0,0,351,0,0,0,0,0,352,0,0,0,0,0,353,0,0,0,0,0,354,0,0,0,0,0,355,0,0,0,0,0,356,0,0,0,0,0,357,0,0,0,0,0,358,0,0,0,0,0,359,0,0,0,0,0,342,0,0,0,0,0,339,0,0,0,0,0,115,0,0,0,0,0,1047,0,0,0,0,0,1071,0,0,0,0,0,1073,0,0,0,0,0,1075,0,0,0,0,0
147,"Recycler 4","                                                   ","                                                   ","                                                   ",0,0,0,500,0,821,0,0,0,0,0,822,0,0,0,0,0,823,0,0,0,0,0,825,0,0,0,0,0,826,0,0,0,0,0,829,0,0,0,0,0,831,0,0,0,0,0,836,0,0,0,0,0,1173,0,0,0,0,0,1157,0,0,0,0,0,1174,0,0,0,0,0,1212,0,0,0,0,0,1216,0,0,0,0,0,1231,0,0,0,0,0,1163,0,0,0,0,0,1164,0,0,0,0,0,1165,0,0,0,0,0,1248,0,0,0,0,0,1275,0,0,0,0,0,450,0,0,0,0,0
148,"Recycler 5","                                                   ","                                                   ","                                                   ",0,0,0,500,0,1170,0,0,0,0,0,1172,0,0,0,0,0,1176,0,0,0,0,0,1177,0,0,0,0,0,1180,0,0,0,0,0,1330,0,0,0,0,0,1331,0,0,0,0,0,209,0,0,0,0,0,266,0,0,0,0,0,457,0,0,0,0,0,456,0,0,0,0,0,455,0,0,0,0,0,454,0,0,0,0,0,1343,0,0,0,0,0,415,0,0,0,0,0,1338,0,0,0,0,0,1349,0,0,0,0,0,431,0,0,0,0,0,268,0,0,0,0,0,1350,0,0,0,0,0
149,"Dwarven Armory 2","                                                   ","                                                   ","                                                   ",0,0,0,450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,"Arlysia Weapons","                                                   ","                                                   ","                                                   ",1,1,1,100,0,1651,10,10,10,10,100,1652,10,10,10,10,100,1653,10,10,10,10,100,1436,0,0,0,0,0,1439,0,0,0,0,0,1445,3,1,240,1,10,1436,0,0,0,0,0,1437,0,0,0,0,0,1471,0,0,0,0,0,0,0,0,0,0,0,1438,5,1,10,1,10,1440,1,1,240,1,2,1449,0,0,0,0,0,0,3,1,120,1,10,1451,3,1,120,1,10,1455,0,0,0,0,0,1787,10,1,240,1,5,1788,10,1,240,1,5,1487,0,0,0,0,0,1484,0,0,0,0,0
151,"Arlysia Seamstress","                                                   ","                                                   ","                                                   ",2,1,1,0,0,9,10,1,1,1,100,20,10,1,1,1,100,0,0,0,0,0,0,38,10,1,1,1,100,55,10,1,1,1,100,289,10,1,1,1,100,429,10,1,1,1,100,440,10,1,1,1,100,45,10,1,1,1,100,30,10,1,1,1,100,46,10,1,1,1,100,105,10,1,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152,"Arlysia General store","                                                   ","                                                   ","                                                   ",0,1,1,0,0,175,25,100,120,100,50,176,25,1,120,1,50,570,10,1,120,1,50,1153,10,1,120,1,50,1450,1,1,120,1,50,1451,1,1,120,1,50,191,15,1,120,1,50,1820,0,0,0,0,0,1821,0,0,0,0,0,1822,0,0,0,0,0,1823,0,0,0,0,0,1881,0,0,0,0,0,1457,0,0,0,0,0,1521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153,"arena store","                                                   ","                                                   ","                                                   ",0,1,1,0,0,970,10,1,120,1,10,293,10,1,120,1,10,290,10,1,120,1,10,294,10,1,120,1,10,292,10,1,120,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,"Arlyisia Apothecary","                                                   ","                                                   ","                                                   ",3,1,1,500,0,1658,1,1,12,1,50,1659,1,1,24,1,50,1660,1,1,60,1,50,1661,5,1,100,1,25,1662,1,1,480,1,5,1663,5,1,280,1,25,1664,5,1,320,1,25,1665,5,1,360,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155,"Arlysia Missile Weapons","                                                   ","                                                   ","                                                   ",1,1,1,0,0,208,5,1,240,1,25,591,5,1,240,1,25,623,5,1,240,1,25,624,5,1,240,1,25,625,5,1,240,1,25,626,5,1,240,1,25,592,5,1,240,1,25,610,5,1,240,1,25,632,5,1,240,1,25,1201,5,1,240,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156,"Arlysia Bank","                                                   ","                                                   ","                                                   ",7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157,"Arlysia Inn","                                                   ",,,0,1,1,0,0,290,15,1,1,1,25,293,15,1,1,1,25,294,15,1,1,1,25,924,4,1,1,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158,"Arlysia Tavern","                                                   ",,,0,1,1,0,0,290,100,25,5,25,55,291,100,25,5,25,55,292,100,25,5,25,55,293,100,25,5,25,55,294,100,25,5,25,55,1161,100,25,5,25,55,1728,10,60,1,60,35,1885,5,60,1,60,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,"old lady shawl shop","                                                   ","                                                   ","                                                   ",0,1,1,1000,0,0,0,0,0,0,0,1450,5,10,1,10,5,1451,4,10,1,10,5,1454,1,100,1,100,1,1456,0,0,0,0,0,0,0,0,0,0,0,1435,0,0,0,0,0,1445,3,120,1,120,1,1447,1,0,0,0,0,12,10,1,10,1,100,23,10,1,10,1,100,41,10,1,10,1,100,33,10,1,10,1,100,49,10,1,10,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,"Uber Super Big Jumbo Trainer","                                                   ","                                                   ","                                                   ",8,1,75,12000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,"Hides","                                                   ","                                                   ","                                                   ",0,1,1,500,0,486,100,1,720,1,5,0,0,0,0,0,0,1429,100,1,720,1,5,1735,100,1,720,1,5,1736,100,1,720,1,5,1737,100,1,720,1,5,1745,100,1,720,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,"SixtySix","                                                   ","                                                   ","                                                   ",8,66,66,9000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163,"Dwarven Miner's Guild","                                                   ","                                                   ","                                                   ",0,1,1,100,0,942,100,10,240,10,100,936,50,5,240,5,100,943,0,0,0,0,0,944,0,0,0,0,0,945,0,0,0,0,0,947,0,0,0,0,0,797,5,1,240,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164,"Tavern","                                                   ","                                                   ","                                                   ",6,1,1,250,0,290,10,10,2,10,100,291,10,10,2,10,100,292,10,10,2,10,100,293,10,10,2,10,100,294,10,10,2,10,100,924,10,10,240,10,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165,"Sixty Seven","                                                   ","                                                   ","                                                   ",8,1,67,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166,"Sixty Eight","                                                   ","                                                   ","                                                   ",8,1,68,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,"Jorah's 1H Sharp","                                                   ","                                                   ","                                                   ",0,1,1,275,0,1005,1,1,720,1,2,523,5,1,720,1,5,451,3,1,720,1,3,453,1,1,720,1,3,1904,1,0,0,0,0,711,1,0,0,0,0,361,5,1,720,1,10,568,5,1,720,1,2,612,5,0,0,0,0,686,2,0,0,0,0,722,5,0,0,0,0,932,1,0,0,0,0,372,1,0,0,0,0,220,2,0,0,0,0,221,3,0,0,0,0,222,2,0,0,0,0,272,5,1,720,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168,"Jorah's 2H","                                                   ","                                                   ","                                                   ",0,1,1,275,0,459,10,1,720,1,10,461,5,1,720,1,3,865,5,0,0,0,0,1070,1,0,0,0,0,876,1,0,0,0,0,1169,1,0,0,0,0,610,3,1,720,1,2,871,1,1,720,1,3,870,1,1,720,1,3,874,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,"Jorah's Robes","                                                   ","                                                   ","                                                   ",0,1,1,275,0,752,1,1,480,1,5,753,1,1,480,1,5,754,1,1,480,1,5,755,1,1,480,1,3,1845,1,1,720,1,3,1846,1,1,720,1,3,1847,1,1,720,1,3,853,1,1,720,1,2,1848,1,1,720,1,3,1849,1,1,720,1,3,1850,1,1,720,1,3,858,1,1,720,1,2,404,5,1,480,1,5,410,5,1,480,1,10,411,4,1,480,1,3,1970,3,1,480,1,10,1971,2,1,480,1,10,169,1,1,480,1,5,0,0,0,0,0,0,0,0,0,0,0,0
170,"Jorah's Plate/Scale","                                                   ","                                                   ","                                                   ",0,1,1,275,0,443,5,1,480,1,3,498,5,0,0,0,0,521,5,1,480,1,5,1841,5,1,480,1,5,1842,5,1,480,1,5,851,3,1,720,1,3,856,3,1,720,1,2,733,5,1,720,1,2,190,5,0,0,0,0,848,3,0,0,0,0,743,5,1,720,1,2,860,0,0,0,0,0,861,0,0,0,0,0,1491,3,0,0,0,0,1492,3,0,0,0,0,402,3,1,480,1,5,405,1,1,480,1,2,448,1,1,480,1,5,522,5,1,480,1,5,857,3,0,0,0,0
171,"Jorah Bracers\Arms\Rings","                                                   ","                                                   ","                                                   ",0,1,1,275,0,423,3,1,480,1,3,424,5,1,480,1,10,425,2,1,480,1,2,430,5,1,480,1,5,433,4,1,480,1,10,434,1,1,480,1,3,436,3,1,480,1,3,0,0,0,0,0,0,0,0,0,0,0,0,466,10,1,480,1,10,1527,1,1,720,1,2,474,2,1,480,1,3,747,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172,"Jorah's Cloak/Neck/Waist","                                                   ","                                                   ","                                                   ",0,1,1,275,0,407,6,1,480,1,10,0,0,0,0,0,0,420,5,1,480,1,2,421,5,1,480,1,5,0,0,0,0,0,0,438,2,1,480,1,3,504,1,1,480,1,3,439,3,1,480,1,3,1155,3,0,0,0,0,406,3,0,0,0,0,408,5,1,480,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173,"Jorah's Priest Spells","                                                   ","                                                   ","                                                   ",0,1,1,100,0,324,3,1,56,1,25,326,3,1,56,1,25,328,3,1,56,1,25,396,3,1,56,1,25,397,3,1,56,1,25,398,3,1,56,1,25,399,3,1,56,1,25,193,3,1,56,1,25,194,3,1,56,1,25,195,3,1,56,1,25,196,3,1,56,1,25,197,3,1,56,1,25,198,3,1,56,1,25,199,3,1,56,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174,"Jorah's Mage Spells","                                                   ","                                                   ","                                                   ",0,1,1,100,0,317,5,1,56,1,15,318,5,1,56,1,15,319,5,1,56,1,15,321,5,1,56,1,15,322,5,1,56,1,15,380,5,1,56,1,15,502,5,1,56,1,15,381,5,1,56,1,15,320,5,1,56,1,15,542,5,1,56,1,15,543,5,1,56,1,15,544,5,1,56,1,15,545,5,1,56,1,15,1818,5,1,56,1,15,1993,5,1,56,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175,"Recycler 6","                                                   ",,,0,1,1,0,0,1309,0,0,0,0,0,1310,0,0,0,0,0,1311,0,0,0,0,0,1312,0,0,0,0,0,1313,0,0,0,0,0,1314,0,0,0,0,0,1315,0,0,0,0,0,1316,0,0,0,0,0,1317,0,0,0,0,0,1318,0,0,0,0,0,1319,0,0,0,0,0,1320,0,0,0,0,0,1321,0,0,0,0,0,1322,0,0,0,0,0,1323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176,"Recycler 7","                                                   ",,,0,1,1,0,0,1520,0,0,0,0,0,1000,0,0,0,0,0,1478,0,0,0,0,0,1436,0,0,0,0,0,873,0,0,0,0,0,1707,0,0,0,0,0,1864,0,0,0,0,0,1865,0,0,0,0,0,1866,0,0,0,0,0,1867,0,0,0,0,0,1868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177,"Recycler 8","                                                   ",,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178,"Recycler 9","                                                   ",,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
179,"Recycler 10","                                                   ",,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,"Recycler 11","                                                   ",,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
181,"Solo Trainer","                                                   ","                                                   ","                                                   ",8,66,75,32760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182,"Training Keys","                                                   ","                                                   ","                                                   ",10,1,1,1900,0,1975,1,1,360,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
